id,y_DFT,y_pred_scratch,y_pred_pretrained,is_stable_DFT
Type4-VTiAlN,-2.182,-4.9006653,16.3349,True
Type4-FeTaAlN,400.471,425.59616,432.18436,False
Type4-CrMnGaB,238.876,242.1749,232.58014,False
Type4-MnMoSiP,460.489,278.44424,267.6933,False
Type4-VScGaN,95.099,111.401535,48.04065,False
Type4-CoCuGaC,479.426,485.37524,452.57318,False
Type4-CrHfGeC,116.506,155.57193,62.52205,False
Type4-CrMoGaP,373.011,362.01648,288.5965,False
Type4-CoMoGaP,204.212,281.89084,198.19171,False
Type4-FeYSiN,715.055,658.87573,627.4435,False
Type4-MnTiGaN,239.861,242.74496,198.30188,False
Type4-FeYGeB,403.035,382.9971,333.06058,False
Type4-MnZrGaB,344.556,323.13443,292.79294,False
Type4-VYAlP,435.53,462.6466,415.05225,False
Type4-VCrGeB,219.94,191.88818,198.26633,False
Type4-MnMoAlP,331.058,317.94827,287.45828,False
Type4-VCuGeB,505.921,579.6199,397.2722,False
Type4-MnMoSiB,234.121,313.93817,299.2373,False
Type4-CrCoGaC,102.04,166.14214,167.36842,False
Type4-VCrAlC,2.464,5.1121826,1.2383728,True
Type4-CrYSiC,365.698,270.24808,222.49782,False
Type4-FeCoGeP,137.344,162.17664,148.69635,False
Type4-FeNiGaP,277.545,273.53235,179.31552,False
Type4-FeWAlB,244.628,328.555,260.31384,False
Type4-VZrSiC,159.384,229.6112,76.416855,False
Type4-CrMoGeP,263.171,349.2478,284.29797,False
Type4-FeScGeC,102.62,139.03453,80.27858,False
Type4-NiZrAlB,298.07,403.09424,357.74292,False
Type4-CrCuAlB,538.405,504.89026,488.29758,False
Type4-MnNbGeP,123.003,260.43127,228.78368,False
Type4-CoZrGaP,113.657,412.0406,169.2561,False
Type4-CoScGeC,130.319,229.49103,124.46118,False
Type4-NiCuAlC,817.337,855.2662,761.45435,False
Type4-CrYGeB,671.132,533.982,533.44275,False
Type4-CrNiGaN,360.727,332.47263,316.2337,False
Type4-FeScGaN,419.665,398.196,430.52106,False
Type4-NiWGaN,373.273,448.3274,468.44604,False
Type4-CrTiGaP,238.438,313.47305,244.83807,False
Type4-VCuGeN,481.46,464.7795,418.29266,False
Type4-CrCoAlC,224.17,281.45865,300.88144,False
Type4-VMnAlN,229.102,221.9169,222.50822,False
Type4-MnYSiB,525.36,375.62537,241.90457,False
Type4-MnHfAlP,350.916,336.8704,333.35742,False
Type4-MnTiGaC,45.514,45.43445,36.4812,False
Type4-VNbAlP,295.969,323.25787,260.2133,False
Type4-CoNiGeN,382.92,401.9466,400.24435,False
Type4-CrZrSiB,440.94,435.59082,381.96094,False
Type4-CrTiAlP,318.029,281.27832,299.90854,False
Type4-FeZrGeB,256.543,283.99725,268.05652,False
Type4-VZrGaB,397.234,411.51688,307.93295,False
Type4-VTiAlC,-2.455,-11.0034485,-1.8175354,True
Type4-VTaGaP,202.68,339.14154,211.7788,False
Type4-VYGeC,350.514,283.81348,166.47504,False
Type4-CrHfAlB,322.998,335.5676,275.41995,False
Type4-NiZrGaC,356.101,399.82443,279.84753,False
Type4-MnTaAlP,350.617,345.16156,328.62302,False
Type4-MnZrAlP,355.847,310.4736,356.47186,False
Type4-MnWGaP,301.017,323.6891,325.9102,False
Type4-MnFeGeB,306.248,332.38074,286.9337,False
Type4-FeScAlB,309.459,284.0393,285.49298,False
Type4-MnNbGaN,189.432,233.0664,200.86963,False
Type4-CrTaGeC,88.573,110.94873,27.280365,False
Type4-NiWSiP,336.263,370.22983,291.5251,False
Type4-CoYGaB,270.537,224.17473,250.56804,False
Type4-CoScSiN,689.41,759.373,679.8878,False
Type4-NiCuGaP,245.678,231.96767,229.21266,False
Type4-VWGeC,56.051,60.576675,64.12993,False
Type4-MnNiGaN,285.396,272.40247,286.06693,False
Type4-VYGeB,683.394,578.56067,479.19266,False
Type4-CrCoAlB,423.728,426.92035,393.42834,False
Type4-VMoSiB,238.054,272.8555,229.67236,False
Type4-FeNiSiC,493.558,434.87973,473.72363,False
Type4-NiYAlC,383.123,524.78265,418.64056,False
Type4-CoNbGeB,164.07,312.6366,190.33261,False
Type4-FeHfGeN,392.75,406.0735,380.13892,False
Type4-CrNiAlB,443.101,460.32,435.2571,False
Type4-NiScSiP,240.391,466.2437,368.24103,False
Type4-VYSiC,382.23,329.11798,257.4256,False
Type4-CrNiGeP,347.353,353.38763,304.6887,False
Type4-CrScGeN,242.356,240.36917,139.65683,False
Type4-VTaGeC,0.028,27.719543,8.595428,True
Type4-MnScSiP,392.83,490.182,436.9632,False
Type4-FeYAlN,651.538,612.54443,563.6339,False
Type4-VCoSiN,536.554,560.1658,475.38385,False
Type4-CoMoAlP,303.564,434.16553,314.15253,False
Type4-MnWAlN,564.416,623.50183,599.7811,False
Type4-FeZrAlN,532.062,496.00684,480.64502,False
Type4-CrWGeC,135.71,134.5497,75.82689,False
Type4-FeCuGaP,279.166,347.052,298.13327,False
Type4-VFeGaC,118.675,126.73718,37.505554,False
Type4-MnNbGeN,217.261,267.77472,233.0407,False
Type4-CrMoGaN,104.984,125.123245,133.47237,False
Type4-CoWSiB,262.41,277.28506,315.75873,False
Type4-CrScAlB,393.141,364.6397,343.50818,False
Type4-MnTiGeP,161.597,195.1554,217.85452,False
Type4-FeNiSiB,331.657,348.61783,314.86545,False
Type4-NiHfGeP,200.95,416.6243,275.36844,False
Type4-NiZrSiN,559.221,572.6031,543.4585,False
Type4-NiTiAlC,487.855,481.98154,375.0606,False
Type4-VTaGaN,45.752,79.426056,110.364975,False
Type4-CrNbAlC,56.421,63.95584,72.57451,False
Type4-MnTaGaB,217.305,267.03583,179.02731,False
Type4-NiTiGeN,465.413,451.80643,422.20935,False
Type4-VHfGaP,234.207,379.85117,180.73254,False
Type4-CoScGaB,189.493,262.28955,214.82846,False
Type4-VMoSiC,91.543,83.20738,62.482895,False
Type4-CoScAlC,260.368,346.52722,300.22058,False
Type4-CrWSiP,385.378,365.78967,387.25693,False
Type4-NiTiGaC,334.402,372.89307,230.4826,False
Type4-VMoAlP,337.035,341.56006,268.98572,False
Type4-MnCuGaP,297.343,246.27336,346.64487,False
Type4-VTiGaP,205.097,287.9172,183.77982,False
Type4-MnTiGeN,263.8,262.3941,229.51134,False
Type4-VNbGaP,217.169,298.66125,199.93309,False
Type4-VFeGaP,221.544,293.75305,231.02205,False
Type4-FeHfGaP,188.812,268.4063,259.0812,False
Type4-MnCuGeP,314.291,280.68268,262.10422,False
Type4-VMnGaN,185.465,173.2346,133.28264,False
Type4-NiTaGeC,404.106,384.7367,318.4302,False
Type4-VYGaB,680.907,551.76495,532.4261,False
Type4-CoZrGeN,413.415,437.86658,370.01096,False
Type4-MnScGaP,301.94,298.60315,239.43707,False
Type4-VCrGeN,142.091,91.618,52.394104,False
Type4-CrTaSiN,360.704,359.83157,326.6301,False
Type4-VMnGaB,255.493,283.89545,224.67354,False
Type4-MnWGeP,279.478,291.5494,269.8457,False
Type4-CrTiGeC,-4.369,-7.960663,1.8656616,True
Type4-FeTaGaP,213.626,291.94336,239.3327,False
Type4-CoYAlN,805.672,778.0777,693.9855,False
Type4-CrTaGaB,202.891,274.244,171.97534,False
Type4-CrNbSiC,151.736,100.88719,85.19626,False
Type4-CrCuGeP,311.926,306.94916,259.23456,False
Type4-MnZrAlB,346.391,300.07352,270.1888,False
Type4-VHfGaB,291.669,310.82208,268.27643,False
Type4-VYAlC,263.309,206.38605,164.6432,False
Type4-MnMoGeB,235.06,259.18787,196.75482,False
Type4-CoZrSiP,178.385,450.19662,342.57776,False
Type4-CoTiAlB,353.667,380.08905,343.29504,False
Type4-MnCuAlP,285.835,327.54453,254.86844,False
Type4-CoYGaP,198.792,377.61993,277.4624,False
Type4-CoTaGaP,184.277,411.77048,269.20132,False
Type4-MnNiGaC,258.384,228.52878,228.05217,False
Type4-CoYSiB,192.225,309.35193,254.16673,False
Type4-CoNiSiN,615.488,639.999,632.4297,False
Type4-VZrGaP,255.236,394.3676,179.80746,False
Type4-VHfGeN,135.776,185.10062,78.83598,False
Type4-CoWSiP,330.03,417.17007,327.46863,False
Type4-NiHfSiC,395.056,445.17593,422.58817,False
Type4-CrScAlC,472.543,-10.285522,104.1965,False
Type4-NiTiGaP,166.13,349.253,277.2082,False
Type4-MnNiAlP,346.126,422.7146,393.09595,False
Type4-CrNbSiB,253.395,346.68063,267.8214,False
Type4-VFeGaB,337.428,340.41476,270.7952,False
Type4-VCrGaC,1.79,4.5717163,-0.27886963,True
Type4-VNbSiC,28.083,15.288269,16.672546,True
Type4-VFeSiP,252.44,442.93045,318.7643,False
Type4-CoScSiP,261.811,469.61334,324.7701,False
Type4-NiZrGeC,279.037,402.55423,298.08832,False
Type4-FeWSiN,558.77,584.9026,527.7645,False
Type4-CoHfGeC,274.469,315.08978,219.92957,False
Type4-FeTaGeP,119.729,255.3667,209.50719,False
Type4-FeScGaP,277.249,253.45914,236.02124,False
Type4-VWAlC,-31.005,-28.0271,39.629395,True
Type4-NiYSiN,570.385,703.2101,624.7448,False
Type4-CoCuSiP,328.647,344.6193,350.74496,False
Type4-CoZrAlN,681.341,609.9021,522.30194,False
Type4-NiNbGaC,282.736,342.22858,273.4032,False
Type4-CrWGeB,204.039,249.17087,190.36145,False
Type4-MnCoSiC,326.139,325.5486,342.75296,False
Type4-NiWGaB,284.314,376.8204,301.4958,False
Type4-CrTaGaN,189.686,250.40509,163.39897,False
Type4-VCuSiN,460.014,496.7318,431.10452,False
Type4-CoWAlP,379.797,438.20514,425.95102,False
Type4-FeTaGeB,217.374,291.815,207.00879,False
Type4-VNbGeN,101.544,89.25992,94.32817,False
Type4-FeTiSiB,383.57,434.60638,342.49295,False
Type4-MnTiSiB,317.914,363.84448,327.62646,False
Type4-MnFeGeP,267.11,264.0944,209.59564,False
Type4-VTaAlC,32.969,28.839142,44.37256,False
Type4-MnCoGaB,274.676,307.30814,236.74966,False
Type4-CrYGeN,332.378,253.51172,176.38074,False
Type4-CoNiSiP,299.089,260.93552,281.42123,False
Type4-CoMoSiB,272.03,224.93417,271.67902,False
Type4-CrHfSiP,356.151,476.43936,382.59964,False
Type4-CoNbSiP,240.765,491.51917,328.0084,False
Type4-NiTaAlC,453.458,466.4315,408.43173,False
Type4-MnHfGeN,342.621,342.25943,249.76328,False
Type4-NiMoGeB,277.365,361.2498,256.89056,False
Type4-VNiSiC,412.153,361.4924,372.3041,False
Type4-CoCuAlB,199.518,460.22318,332.87854,False
Type4-FeMoGaB,239.789,252.56502,203.61401,False
Type4-MnTiAlN,326.324,299.35516,264.16492,False
